x, y
297.17867873721326, 2.1943396226415097
300.94042447653146, 2.1801886792452834
308.46391595516786, 2.15188679245283
315.98750310018875, 2.1320754716981134
326.01879318290906, 2.1037735849056602
338.5579775360979, 2.079433966582676
349.84326258724474, 2.0607547040255563
367.39813981498605, 2.0341509477147515
382.4451227722588, 2.0160377358490567
394.9843071254476, 2.0047169811320753
416.30097792569927, 1.990566037735849
432.60186018501395, 1.9792452830188678
455.1724302873077, 1.9679245283018867
477.7429047232169, 1.957735853375129
497.80567622142655, 1.9503773455349904
519.1222513552937, 1.9435849099789024
541.6928214575873, 1.9367924528301885
583.0720724232797, 1.9288679158912514
600.6269496510209, 1.9254716981132074
635.7367041065035, 1.919811320754717
658.3071785424127, 1.9175471611742703
682.1316479467482, 1.9141509433962263
713.4796088297203, 1.911320754716981
741.0657761401819, 1.9084905660377358
779.9373241681748, 1.9050943482596918
802.5077986040839, 1.9039622468768425
833.8557594870559, 1.9022641595804466
